Geo Point;Nom;Boissons;Site web;Téléphone;Horaires;Accessible PMR;PMR (description);Toilettes PMR;Id Wikidata;Id Wikipédia;Code postal;other_tags
47.2384934,-2.2793198;Le Phil'Good;;;;;;;;;;;"{""delivery"": ""no"", ""outdoor_seating"": ""yes"", ""leisure"": ""music_venue"", ""takeaway"": ""no""}"
48.0801628,-4.4139723;Le Pen Duick;yes;;;;;;;;;;"{""amenity_1"": ""restaurant"", ""outdoor_seating"": ""yes""}"
43.6140131,3.8790955;Le Bric à Brac;;;;;;;;;;;
43.4335285,6.7360712;La Bodeguita;;;;;;;;;;;
49.7798434,3.4039877;Le Robinsons;;;;;;;;;;;
46.6950288,-1.9389609;Les Alizés Bar Jazz;;;;;;;;;;;
46.6961648,-1.9398125;Le Grand Bleu;;;;;;;;;;;
44.2352783,2.7547722;;;;;;;;;;;;
48.2060817,-1.7299767;;;;;;;;;;;;"{""level"": ""0""}"
47.2127495,-1.5556097;Bootlegger;;http://www.bootlegger-bar.fr/;+33 2 40 75 90 25;"Lundi-Mercredi 18h00-00h00; Jeudi-Samedi 18h00-02h00";no;;;;;44000;"{""addr:housenumber"": ""13"", ""survey:date"": ""2019-01-27"", ""addr:street"": ""Rue Kerv\u00e9gan""}"
48.2731591,-1.2930329;Bar-tabac Le St Georges;;;;;;;;;;;
50.6417461,3.0647677;The Australian;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
49.5213124,5.368067;Café-Bar Le Gibus;;;;;;;;;;;"{""addr:housenumber"": ""5"", ""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""addr:street"": ""Place Eug\u00e8ne Tronville""}"
48.5516648,-4.5384931;;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""DGFiP mars2010""}"
47.1283285,0.9995486;Le Marigny;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
47.1126244,-2.130802;L'Estran;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Finances Publiques - Cadastre. Mise \u00e0 jour : 2017""}"
44.1045414,1.0843201;Le Flore;;;+33 9 53 44 93 47;;;;;;;82200;"{""addr:housenumber"": ""4"", ""building"": ""yes"", ""microbrewery"": ""yes"", ""craft"": ""brewery"", ""addr:city"": ""Moissac"", ""outdoor_seating"": ""yes"", ""addr:street"": ""Rue de la R\u00e9publique""}"
48.2136354,-1.5062073;L'entre-temps;;https://www.facebook.com/pages/Lentre-Temps/256683724457885;;;limited;;;;;35340;"{""addr:housenumber"": ""12"", ""building"": ""yes"", ""addr:city"": ""Liffr\u00e9"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""addr:street"": ""Avenue du Pr\u00e9sident Fran\u00e7ois Mitterand""}"
45.7754416,3.1930015;Café des transports;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""name:fr"": ""Caf\u00e9 des transports""}"
42.7899144,0.592071;La place rouge;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
42.4908229,2.8075658;;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""tobacco"": ""yes""}"
47.105638,0.6153788;La Flânerie;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
45.7705538,3.1038574;bar;;;;;;;;;;63000;"{""addr:housenumber"": ""74"", ""building"": ""yes"", ""addr:city"": ""Clermont-Ferrand"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""addr:street"": ""Rue de l'Oradou""}"
43.2993547,5.366517;Bar des Treize Coins;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
46.1691408,1.8725706999999998;Le Havane;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""addr:street"": ""Rue de Verdun""}"
47.3222645,0.4022731;Le Royal;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
47.3823752,0.6940124;Le Danton;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
44.5266806,2.247493;Le Marigny;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""DGFiP Cadastre 2010""}"
48.743182,2.2619305;;;;;;;;;;;;"{""building"": ""yes"", ""shop"": ""kiosk"", ""source"": ""extraction vectorielle v1 cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadas. Mise \u00e0 jour : 2010""}"
48.7220566,-3.9698200999999997;Le Vasco Da Gama;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
45.188592,0.7590852;Le Café Populaire;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
46.2931069,0.1151334;;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
51.0407845,2.3803637;Au P'tit Mousse;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""extraction vectorielle v1 cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadas. Mise \u00e0 jour : 2010""}"
46.1663823,6.323505;La Parenthèse;;http://pretextedunjour.jpn-online.ch/;+33 4 50 36 23 70;;;;;;;74380;"{""building"": ""yes"", ""addr:city"": ""Bonne"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""outdoor_seating"": ""yes"", ""internet_access:fee"": ""no"", ""operator"": ""La Parenth\u00e8se"", ""smoking"": ""no"", ""internet_access"": ""no"", ""email"": ""jcporcelli@pretextedunjour.fr"", ""addr:street"": ""Avenue du Fer \u00e0 Cheval""}"
45.4062018,2.0452204;;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""extraction vectorielle v1 cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadas. Mise \u00e0 jour : 2010""}"
48.833743,2.3536970999999998;Le Gob;;http://legob.fr/;+33 (0) 1 47 07 60 09;;;;;;;;"{""addr:housenumber"": ""58"", ""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""wall"": ""no"", ""outdoor_seating"": ""yes"", ""addr:street"": ""avenue des Gobelins""}"
47.5260907,1.3827626;Bar Le Lion D'Or;;;;;;;;;;;"{""addr:housenumber"": ""12"", ""building"": ""yes"", ""addr:city"": ""Cellettes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""addr:street"": ""Rue Nationale""}"
42.5475962,2.3888057;;;;;;;;;;;66820;"{""addr:housenumber"": ""3"", ""building"": ""yes"", ""addr:city"": ""Vernet-les-Bains"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""addr:country"": ""FR"", ""addr:street"": ""Avenue Cl\u00e9menceau""}"
48.7698518,-3.5645258;Café de la plage;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
44.1469262,1.7238577;Manjocarn Café;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
48.3127751,-1.7706035999999998;Bar'Zouges;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""roof:orientation"": ""along"", ""roof:orientation:compass"": ""N-S""}"
50.6231657,3.0543245;Bistro Romain;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
47.16487,-1.5427355999999999;Le Relax;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
50.6423004,3.086594;L'arc de triomphe;;;;;;;;;;;"{""addr:housenumber"": ""181"", ""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
46.1902417,6.2355601;Le Chantilly;;;;;;;;;;;"{""addr:housenumber"": ""1"", ""building"": ""commercial"", ""source"": ""extraction vectorielle v1 cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadas. Mise \u00e0 jour : 2010"", ""building:levels"": ""2"", ""addr:street"": ""Avenue Jules Ferry""}"
47.4488321,5.5900142;Brasserie des Bateliers;;;+33 384 321252;;yes;;;;;;"{""building"": ""commercial"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""old_name"": ""Brasserie Les 2 terrasses"", ""food"": ""yes"", ""outdoor_seating"": ""yes""}"
43.5268229,5.4595521;Bar Tabac Le Champ de Mars;;;;;;;;;;;"{""building"": ""yes"", ""building:levels"": ""1"", ""wall"": ""no"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
45.9435981,-0.5210092;L'atelier Bar Tapas;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
45.9483367,-0.9884525;VnB;;;;;;;;;;;"{""building"": ""commercial"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
44.55781,6.079603;;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
44.5591485,6.079323;;;;;;;;;;;;"{""building"": ""yes"", ""building:levels"": ""4"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
49.773844,4.72156;;;;;;;;;Q22915479;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""historic"": ""building"", ""ref:mhs"": ""PA00078398"", ""heritage"": ""2"", ""mhs:inscription_date"": ""1942-03-23"", ""source:heritage"": ""data.gouv.fr, Minist\u00e8re de la Culture - 2016"", ""start_date"": ""C17"", ""heritage:operator"": ""mhs""}"
49.251564,4.022956;Le Kilberry;;;+33 3 26 88 46 47;;;;;;;51100;"{""addr:housenumber"": ""182"", ""building"": ""yes"", ""addr:city"": ""Reims"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadas. Mise \u00e0 jour : 2010"", ""operator"": ""Suricate"", ""ref:FR:SIRET"": ""52169091700021"", ""addr:street"": ""Rue de Vesle""}"
46.7937129,-0.733244;;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
48.3024185,5.8334174999999995;Bar Casti;;;+33 3 29 94 54 13;;;;;;;88170;"{""addr:housenumber"": ""3"", ""building"": ""yes"", ""addr:city"": ""Ch\u00e2tenois"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""addr:street"": ""Rue G\u00e9rard d'Alsace""}"
48.251334,-1.9956935;Le Puits Touchet;;;;"Lundi-Vendredi 07h30-12h45,13h30-19h30; Jeudi 07h30-12h45; Samedi 08h30-12h45,16h00-19h30; Dimanche 08h30-13h00";;;;;;;"{""building"": ""yes"", ""shop"": ""convenience"", ""tobacco"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
49.2912895,-0.09973349999999999;Le Gallia;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
48.1754455,6.4467701;Le Virgil;;;;;yes;;;;;88000;"{""addr:housenumber"": ""4"", ""building"": ""yes"", ""contact:facebook"": ""https://www.facebook.com/fabien.duvirgilebar"", ""addr:city"": ""\u00c9pinal"", ""source"": ""extraction vectorielle v1 cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadas. Mise \u00e0 jour : 2010"", ""addr:country"": ""FR"", ""addr:street"": ""Rue des Pompes""}"
50.7943805,2.6434885;L'Estaminet;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
47.27871,-2.2171275;Le Bistrot;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
50.5756779,2.8517922;La Carperie;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
48.9491446,7.2538387;Le moulin de Ratzwiller;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""Direction G\u00e9n\u00e9rale des Finances Publiques - cadastre.  Mise \u00e0 jour : 2012"", ""name:als"": ""Ratschwiller Miel"", ""name:de"": ""Ratzweiler M\u00fchle""}"
48.0542909,-1.8899652;;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
46.461491,-0.8006200000000001;Le Murphy's;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""tobacco"": ""yes""}"
49.3006383,-0.073637;Le Stop;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
43.3887038,4.8110233000000004;Bar le St Lousien;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""toilets:access"": ""customers"", ""toilets"": ""yes"", ""changing_table"": ""no"", ""takeaway"": ""no"", ""smoking"": ""outside"", ""outdoor_seating"": ""yes"", ""internet_access"": ""no""}"
50.3087235,3.1253515;La Cantine;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
50.494552,2.5799025;Les 3 Brasseurs;various;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""microbrewery"": ""yes"", ""addr:city"": ""Bruay-la-Buissi\u00e8re"", ""operator"": ""Les 3 Brasseurs""}"
45.979039,-1.332406;Le Zest;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
48.8064562,2.6166853999999997;Le Bellevue;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
44.071991,5.9958265;Bar du Cours;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
44.3140475,5.6926795;Le Quartz;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
48.5924247,6.492852;Au Petit Trianon;;;;;;;;;;;"{""addr:housenumber"": ""10"", ""building"": ""yes"", ""source"": ""extraction vectorielle v1 cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadas. Mise \u00e0 jour : 2010""}"
48.7324445,-3.4591145;Le Flambard;;;;;no;;;;;22300;"{""addr:housenumber"": ""7"", ""building"": ""yes"", ""addr:city"": ""Lannion"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""outdoor_seating"": ""yes"", ""addr:street"": ""Venelle des Trois Avocats""}"
47.5852445,1.3324194999999999;Le Saint-Lubin;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""addr:street"": ""Place \u00c9tienne Gaudet""}"
49.6175135,0.753257;Bar des sports;;;;;;;;;;76190;"{""addr:housenumber"": ""13"", ""building"": ""yes"", ""addr:city"": ""Yvetot"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""outdoor_seating"": ""yes"", ""addr:street"": ""Rue Martin du Bellay""}"
48.4111621,-1.3681364999999999;Le Relais Briçois;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
48.80026,2.064382;Le Balto;;;+33 1 30 45 08 48;;no;;;;;;"{""addr:housenumber"": ""21"", ""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""addr:street"": ""Avenue Jean Jaur\u00e8s""}"
49.085175,1.462428;;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""tobacco"": ""yes""}"
49.0846905,1.4880715;Le Gamilly;Stella Artois;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
48.1375278,0.9800104;Café du Marché;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
47.4720415,-0.5529014999999999;Le baroque;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
47.4647175,-0.5502779999999999;La Fabrique;;;;;;;;;;49000;"{""addr:housenumber"": ""7"", ""building"": ""yes"", ""addr:city"": ""Angers"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""outdoor_seating"": ""no"", ""addr:street"": ""Rue de Brissac""}"
46.62024,3.7723797;Le Bourbon;;;;;;;;;;;"{""addr:housenumber"": ""1"", ""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""addr:street"": ""Rue du Docteur Gabriel Pain""}"
45.2988739,6.5854171;La Cave;;;;;;;;;;;
43.2273062,6.1430291;Chez Thierry et Guillaume;;;;;;;;;;;
47.410347,-2.4639872;Café du Port;;;;;;;;;;;"{""outdoor_seating"": ""yes""}"
50.6394016,3.0582433;BierBuik - Bloemeke;;;;;;;;;;;"{""cuisine"": ""regional"", ""contact:website"": ""http://www.bierbuik.fr/""}"
44.8524563,4.8707521;My Beers Etoile;yes;;+339 67 89 95 19;Lundi:  16h - 21h  Mardi:  11h - 21h  Mercredi:  11h - 21h  Jeudi:  11h - 23h  Vendredi:  11h - 23h30  Samedimedi:  11h - 23h30  Dimanche:  16h - 21h;;;;;;26800;"{""outdoor_seating"": ""yes"", ""addr:city"": ""Etoile-sur-rhone"", ""addr:street"": ""ZA des Basseaux""}"
46.7830894,-1.4316263999999999;Bar PMU Le Longchamps;;;;;;;;;;;
43.6603992,7.1760477;;;;;;;;;;;;
47.3947665,0.6821368999999999;La belle époque;;;;;;;;;;;
50.6324216,3.0548087;Delirium Café;;;;"Lundi-Jeudi 16h00-23h45; Vendredi 16h00-00h45; Samedi 16h00-01h45; Dimanche 09h00-23h45";;;;;;;"{""contact:facebook"": ""https://www.facebook.com/deliriumcafelille/"", ""survey:date"": ""2019-04"", ""contact:instagram"": ""https://www.instagram.com/deliriumcafelille/""}"
43.738597,4.2005737;Bar de l'Étoile;;;;;;;;;;;
43.7041118,7.2655725;;;;;;;;;;;;
46.4304985,5.7258704;Les 4 Chemins;;;;;;;;;;;"{""ref:FR:SIRET"": ""84822564500011"", ""operator"": ""Abdel El Hijri"", ""source"": ""INSEE - 06/2019"", ""food"": ""yes"", ""was:name"": ""La Brasserie Moirantine""}"
46.4677502,-0.8083729;Le Balto;;;;;;;;;;;"{""addr:housenumber"": ""10"", ""outdoor_seating"": ""yes"", ""addr:street"": ""Rue Crevillente""}"
48.6902006,6.1840396;Brexit;;;;;;;;;;;"{""addr:housenumber"": ""21"", ""source"": ""knowledge""}"
48.8914046,2.3225909;Au petit bar;;;;;;;;;;;
49.1845396,-0.35691219999999996;Jolly Roger;;;;Lundi-Samedi 16h00-01h00;;;;;;;"{""drink:rum"": ""yes""}"
48.0714471,-2.7511337;La Belle Étoile;;;;;;;;;;;
43.2962469,-0.36770919999999996;Little monkey bar;;;;;;;;;;;
47.8012906,-3.2824006;Le Béluni;;;+33 2 97 36 24 18;;;;;;;56700;"{""addr:housenumber"": ""31"", ""addr:city"": ""Hennebont"", ""addr:street"": ""Avenue Jean Jaur\u00e8s""}"
49.1861606,-2.1054356;The Cambridge;;;;;;;;;;;
47.9674071,-3.9352514999999997;;;;;;;;;;;;
44.0568775,4.8323708;PEGAU Bar à Vins Tapas;;;;;;;;;;;"{""source"": ""CCPRO 2019"", ""contact:city"": ""Ch\u00e2teauneuf-du-Pape"", ""contact:street"": ""Avenue G\u00e9n\u00e9ral de Gaulle"", ""contact:housenumber"": ""3"", ""contact:postcode"": ""84230""}"
43.8074727,4.9957465;Uffren Bernard;;;+33 4 90 73 10 53;;;;;;;13750;"{""addr:housenumber"": ""24"", ""addr:city"": ""Plan-d'Orgon"", ""addr:street"": ""Route de Cavaillon""}"
43.9082284,4.000453;Café de la Paix;;;+33466773266;;;;;;;;"{""outdoor_seating"": ""yes""}"
48.8469254,2.400457;Le Rendez-Vous;;;;Lundi-Samedi 09h00-23h00;;;;;;;"{""addr:housenumber"": ""70"", ""addr:street"": ""Rue du Rendez-Vous""}"
43.2955337,-0.3719742;Au triporteur;;;;;;;;;;;
45.7237311,4.8724003;Le Viviani;;;;;;;;;;;"{""outdoor_seating"": ""yes""}"
48.0985732,-4.2076912;Ostaliri ti jos;;;;;;;;;;;
43.4894549,-1.4721845;Le Petit Vélo;yes;https://le-petit-velo.business.site/;+33 6 99 25 04 60;;;;;;;64100;"{""addr:housenumber"": ""45"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Bayonne"", ""addr:street"": ""Rue des Cordeliers""}"
45.6806461,5.2195177;La Jolie Vallée;;;;;;;;;;;
46.5410698,0.4157893;La Sphere;;;;;;;;;;;"{""gambling"": ""yes""}"
45.4618385,6.4419783;Bar Anitéa;;https://www.mgm-hotels-residences.com/residence-residence-anitea-valmorel;+33 4 79 04 05 20;Lundi-Dimanche 08h00-22h00;yes;;;;;73260;"{""outdoor_seating"": ""yes"", ""internet_access"": ""wlan"", ""addr:city"": ""Valmorel"", ""addr:street"": ""Lieu-dit l'Epervi\u00e8re""}"
